0,57000; 0,15939
0,64000; 0,31491
0,71000; 0,44851
0,78000; 0,56446
0,85000; 0,66816
0,92000; 0,76348
0,99000; 0,84520
1,06000; 0,90486
1,13000; 0,95097
1,20000; 0,99102
1,27000; 1,02539
1,34000; 1,05678
1,41000; 1,08512
1,48000; 1,10980
1,55000; 1,13202
1,62000; 1,15284
1,69000; 1,17203
1,76000; 1,18959
1,83000; 1,20430
1,90000; 1,21642
1,97000; 1,22744
2,04000; 1,23747
2,11000; 1,24648
2,18000; 1,25512
2,25000; 1,26256
2,32000; 1,26912
2,39000; 1,27515
2,46000; 1,28014
2,53000; 1,28506
2,60000; 1,29044
2,67000; 1,29515
2,74000; 1,29912
2,81000; 1,30385
2,88000; 1,30814
2,95000; 1,31168
3,02000; 1,31486
3,09000; 1,31706
3,16000; 1,31882
3,23000; 1,32023
3,30000; 1,32159
3,37000; 1,32242
3,44000; 1,32326
3,51000; 1,32421
3,58000; 1,32437
3,65000; 1,32443
3,72000; 1,32453
3,79000; 1,32444
3,86000; 1,32357
3,93000; 1,32235
