0,57000; 0,15955
0,64000; 0,31481
0,71000; 0,44902
0,78000; 0,56506
0,85000; 0,66650
0,92000; 0,76260
0,99000; 0,85356
1,06000; 0,93924
1,13000; 1,01944
1,20000; 1,09530
1,27000; 1,15556
1,34000; 1,19415
1,41000; 1,22946
1,48000; 1,26162
1,55000; 1,29017
1,62000; 1,31560
1,69000; 1,33845
1,76000; 1,35898
1,83000; 1,37787
1,90000; 1,39512
1,97000; 1,40941
2,04000; 1,42046
2,11000; 1,43050
2,18000; 1,43950
2,25000; 1,44724
2,32000; 1,45460
2,39000; 1,46119
2,46000; 1,46727
2,53000; 1,47304
2,60000; 1,47843
2,67000; 1,48323
2,74000; 1,48785
2,81000; 1,49342
2,88000; 1,49870
2,95000; 1,50186
3,02000; 1,50431
3,09000; 1,50701
3,16000; 1,50931
3,23000; 1,51113
3,30000; 1,51301
3,37000; 1,51456
3,44000; 1,51591
3,51000; 1,51706
3,58000; 1,51762
3,65000; 1,51771
3,72000; 1,51777
3,79000; 1,51792
3,86000; 1,51766
