0,57000; 0,15945
0,64000; 0,31479
0,71000; 0,44853
0,78000; 0,56462
0,85000; 0,66139
0,92000; 0,72482
0,99000; 0,76799
1,06000; 0,80836
1,13000; 0,84463
1,20000; 0,87779
1,27000; 0,90757
1,34000; 0,93456
1,41000; 0,95927
1,48000; 0,98150
1,55000; 1,00112
1,62000; 1,01918
1,69000; 1,03599
1,76000; 1,05081
1,83000; 1,06275
1,90000; 1,07291
1,97000; 1,08163
2,04000; 1,08902
2,11000; 1,09603
2,18000; 1,10135
2,25000; 1,10587
2,32000; 1,11056
2,39000; 1,11424
2,46000; 1,11632
2,53000; 1,11819
2,60000; 1,12073
2,67000; 1,12330
2,74000; 1,12582
2,81000; 1,12927
2,88000; 1,13252
2,95000; 1,13464
3,02000; 1,13624
3,09000; 1,13739
3,16000; 1,13851
3,23000; 1,13945
3,30000; 1,13982
3,37000; 1,14020
3,44000; 1,14079
3,51000; 1,14100
3,58000; 1,14100
3,65000; 1,14105
3,72000; 1,14104
3,79000; 1,14087
3,86000; 1,14044
3,93000; 1,13949
