0,5; 0
0,57000; 0,15944
0,64000; 0,31462
0,71000; 0,44866
0,78000; 0,56478
0,85000; 0,66760
0,92000; 0,76314
0,99000; 0,85183
1,05998; 0,94103
1,13000; 1,00400
1,20000; 1,05015
1,27000; 1,08988
1,34000; 1,12477
1,41000; 1,15631
1,48000; 1,18491
1,55000; 1,20946
1,62000; 1,23178
1,69000; 1,25235
1,76000; 1,27084
1,83000; 1,28685
1,90000; 1,30025
1,97000; 1,31175
2,04000; 1,32174
2,11000; 1,33075
2,18000; 1,33891
2,25000; 1,34613
2,32000; 1,35286
2,39000; 1,35901
2,46000; 1,36506
2,53000; 1,37111
2,60000; 1,37642
2,67000; 1,38099
2,74000; 1,38510
2,81000; 1,39007
2,88000; 1,39584
2,95000; 1,39968
3,02000; 1,40212
3,09000; 1,40457
3,16000; 1,40672
3,23000; 1,40838
3,30000; 1,41025
3,37000; 1,41239
3,44000; 1,41411
3,51000; 1,41563
3,58000; 1,41673
3,65000; 1,41773
3,72000; 1,41866
3,79000; 1,41891
3,86000; 1,41884
3,93000; 1,41884
