0,5; 0
0,57000; 0,15938
0,64000; 0,31499
0,71000; 0,44917
0,78000; 0,56470
0,85000; 0,66740
0,92000; 0,76354
0,99000; 0,85446
1,06000; 0,94042
1,13000; 1,02051
1,20000; 1,09862
1,27000; 1,17338
1,34000; 1,23678
1,41000; 1,29093
1,48000; 1,33242
1,55000; 1,36272
1,62000; 1,39148
1,69000; 1,41847
1,76000; 1,44236
1,83000; 1,46456
1,90000; 1,48518
1,97000; 1,50375
2,04000; 1,51993
2,11000; 1,53497
2,18000; 1,54821
2,25000; 1,55957
2,32000; 1,56987
2,39000; 1,57925
2,46000; 1,58749
2,53000; 1,59467
2,60000; 1,60087
2,67000; 1,60576
2,74000; 1,61056
2,81000; 1,61642
2,88000; 1,62114
2,95000; 1,62368
3,02000; 1,62621
3,09000; 1,62874
3,16000; 1,63137
3,23000; 1,63407
3,30000; 1,63626
3,37000; 1,63806
3,44000; 1,63962
3,51000; 1,64061
3,58000; 1,64100
3,65000; 1,64169
3,72000; 1,64251
3,79000; 1,64310
3,86000; 1,64328
3,93000; 1,64312
