0,51022; 0,01761
0,57000; 0,16699
0,64000; 0,31357
0,71000; 0,45538
0,78001; 0,52460
0,85000; 0,58035
0,92000; 0,63096
0,99000; 0,67256
1,06000; 0,70956
1,13000; 0,74227
1,20000; 0,77286
1,27000; 0,79829
1,34000; 0,81595
1,41000; 0,84089
1,48000; 0,86234
1,55000; 0,87890
1,62000; 0,89370
1,69000; 0,90551
1,76000; 0,91644
1,83000; 0,92628
1,90000; 0,93503
1,97000; 0,94181
2,04000; 0,94783
2,11000; 0,95484
2,18000; 0,95852
2,25000; 0,96353
2,32000; 0,96597
2,39000; 0,97000
2,46000; 0,97304
2,53000; 0,97680
2,60001; 0,98044
2,67000; 0,98171
2,74000; 0,98403
2,81000; 0,98425
2,88000; 0,99105
2,95000; 0,99008
3,02000; 0,99136
3,09000; 0,99374
3,16000; 0,99602
3,23000; 0,99615
3,30000; 0,99741
3,37000; 0,99616
3,44000; 0,99793
3,51001; 0,99800
3,58000; 0,99795
3,65000; 0,99586
3,72000; 0,99719
3,79000; 0,99614
3,86000; 0,99625
3,93000; 0,99604
4,00000; 0,99492
