0,57000; 0,15944
0,64000; 0,31505
0,71000; 0,45059
0,78000; 0,56623
0,85000; 0,66776
0,92000; 0,76352
0,99000; 0,85322
1,06000; 0,93876
1,13000; 1,01895
1,20000; 1,09813
1,27000; 1,17360
1,34000; 1,23650
1,41000; 1,29206
1,48000; 1,34123
1,55000; 1,38671
1,62000; 1,42756
1,69000; 1,46318
1,76000; 1,49284
1,83000; 1,51429
1,90000; 1,53281
1,97000; 1,55092
2,04000; 1,56753
2,11000; 1,58376
2,18000; 1,59861
2,25000; 1,61191
2,32000; 1,62452
2,39000; 1,63553
2,46000; 1,64445
2,53000; 1,65130
2,60000; 1,65676
2,67000; 1,66163
2,74000; 1,66647
2,81000; 1,67253
2,88000; 1,67851
2,95000; 1,68292
3,02000; 1,68664
3,09000; 1,69053
3,16000; 1,69444
3,23000; 1,69766
3,30000; 1,69996
3,37000; 1,70162
3,44000; 1,70333
3,51000; 1,70466
3,58000; 1,70582
3,65000; 1,70667
3,72000; 1,70702
3,79000; 1,70694
3,86000; 1,70646
3,93000; 1,70567
